자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
명가원 옆,무인대여소,경기도 고양시 일산동구 정발산동 1130,경기도 고양시 일산동구 정발산동 1130,37.6736182,126.7786578,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,7,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
저동고교 사거리,무인대여소,경기도 고양시 일산동구 정발산동 1295,경기도 고양시 일산동구 정발산동 1295,37.67063005,126.7809358,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,10,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
풍산역,무인대여소,경기도 고양시 일산동구 정발산동 1355-1,경기도 고양시 일산동구 정발산동 1355-1,37.67232823,126.7857539,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,10,15,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
냉천초교 맞은편,무인대여소,경기도 고양시 일산동구 정발산동 1344,경기도 고양시 일산동구 정발산동 1344,37.66707961,126.7855253,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
일산 요진와이시티 공원,무인대여소,경기도 고양시 일산동구 백석동 1541-1,경기도 고양시 일산동구 백석동 1541-1,37.642149,126.789903,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,40,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
탄현마을8단지,무인대여소,경기도 고양시 일산서구 탄현동  1513,경기도 고양시 일산서구 탄현동  1513,37.69852315,126.7660417,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,15,25,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
고양체육관 부출입구(후문),무인대여소,경기도 고양시 일산서구 중앙로 1601,경기도 고양시 일산서구 중앙로 1601,37.6748478,126.7411061,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,8,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
한수중학교 앞,무인대여소,경기도 고양시 일산서구 주엽동 129,경기도 고양시 일산서구 주엽동 129,37.668976,126.7561044,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,10,25,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
장촌공원,무인대여소,경기도 고양시 일산서구 대화동 2241,경기도 고양시 일산서구 대화동 2241,37.67384349,126.7520894,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,10,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
킨텍스,무인대여소,경기도 고양시 일산서구 한류월드로 408,경기도 고양시 일산서구 한류월드로 408,37.6697908,126.7447345,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,13,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
대화역 6번 출구,무인대여소,경기도 고양시 일산서구 대화동 2502,경기도 고양시 일산서구 대화동 2502,37.67612343,126.7480577,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,10,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
대화역 1번 출구,무인대여소,경기도 고양시 일산서구 대화동 2502,경기도 고양시 일산서구 대화동 2502,37.67583764,126.7479736,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,11,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
장성공원,무인대여소,경기도 고양시 일산서구 강성로214번길 41-10,경기도 고양시 일산서구 강성로214번길 41-10,37.676769,126.7544277,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,8,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
문촌 롯데마트 옆,무인대여소,경기도 고양시 일산서구 주엽동 166,경기도 고양시 일산서구 주엽동 166,37.67249216,126.7564806,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,12,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
주엽역 6번출구 앞,무인대여소,경기도 고양시 일산서구 주엽동 78,경기도 고양시 일산서구 주엽동 78,37.67127778,126.7618981,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,23,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
주엽역 2번 출구,무인대여소,경기도 고양시 일산서구 주엽동 108,경기도 고양시 일산서구 주엽동 108,37.6696869,126.7612373,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
궁골공원,무인대여소,경기도 고양시 일산서구 주엽동 55,경기도 고양시 일산서구 주엽동 55,37.6702032,126.768394,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
강선초교 옆,무인대여소,경기도 고양시 일산서구 주엽동 53,경기도 고양시 일산서구 주엽동 53,37.6714232,126.7657557,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,7,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
문촌4단지 사거리,무인대여소,경기도 고양시 일산서구 주엽동 144,경기도 고양시 일산서구 주엽동 144,37.67580438,126.7614404,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
왕산공원 (장성중 뒤),무인대여소,경기도 고양시 일산서구 대화동 2092,경기도 고양시 일산서구 대화동 2092,37.6818043,126.7515251,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,7,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
성저공원 앞,무인대여소,경기도 고양시 일산서구 대화동 2403,경기도 고양시 일산서구 대화동 2403,37.68244322,126.7563687,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,6,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
후곡성당 앞,무인대여소,경기도 고양시 일산서구 일산동 1394,경기도 고양시 일산서구 일산동 1394,37.67980911,126.7636211,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
일산3동 주민센터 앞,무인대여소,경기도 고양시 일산서구 일산동 1404,경기도 고양시 일산서구 일산동 1404,37.677088,126.7701226,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,5,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
일산정보산업고교 앞,무인대여소,경기도 고양시 일산서구 주엽동 42,경기도 고양시 일산서구 주엽동 42,37.6729729,126.772949,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,6,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
신일중학교 앞,무인대여소,경기도 고양시 일산서구 일산동 1412,경기도 고양시 일산서구 일산동 1412,37.67657082,126.7755169,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,12,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
산들마을 사거리 604동 앞,무인대여소,경기도 고양시 일산서구 일산동 538-3,경기도 고양시 일산서구 일산동 538-3,37.68316088,126.7775886,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,21,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
일산역 신도시 방면,무인대여소,경기도 고양시 일산서구 일산동 1410,경기도 고양시 일산서구 일산동 1410,37.68181159,126.7693397,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,11,25,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
후곡마을1단지 101동 앞,무인대여소,경기도 고양시 일산서구 일산동 1408,경기도 고양시 일산서구 일산동 1408,37.68453413,126.7619793,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,7,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
성저초교 앞,무인대여소,경기도 고양시 일산서구 대화동 2366,경기도 고양시 일산서구 대화동 2366,37.6848631,126.7563178,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,13,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
한뫼초교 앞,무인대여소,경기도 고양시 일산서구 일산동 954-69,경기도 고양시 일산서구 일산동 954-69,37.68600866,126.7662997,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,12,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
일산동문5차 502동 앞,무인대여소,경기도 고양시 일산서구 일청로35번길 40,경기도 고양시 일산서구 일청로35번길 40,37.68895934,126.7708821,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
세인아파트 A동 앞,무인대여소,경기도 고양시 일산서구 일산동 587-4,경기도 고양시 일산서구 일산동 587-4,37.68782684,126.7746383,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
현산초교 사거리,무인대여소,경기도 고양시 일산서구 탄현동 1623,경기도 고양시 일산서구 탄현동 1623,37.6934684,126.7732967,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
탄현주민센터 앞,무인대여소,경기도 고양시 일산서구 탄현동 1532,경기도 고양시 일산서구 탄현동 1532,37.69436998,126.7687225,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,6,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
동문1차 101동 맞은편,무인대여소,경기도 고양시 일산서구 탄현동 1621,경기도 고양시 일산서구 탄현동 1621,37.6898753,126.7653754,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,15,25,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
탄현역 동쪽 출구,무인대여소,경기도 고양시 일산서구 탄현동 293-2,경기도 고양시 일산서구 탄현동 293-2,37.6935137,126.7613038,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,19,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
SBS일산제작센터 맞은편,무인대여소,경기도 고양시 일산서구 탄현동 1526,경기도 고양시 일산서구 탄현동 1526,37.695245,126.7650297,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,11,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
탄현마을 606동 앞,무인대여소,경기도 고양시 일산서구 탄현동 1551,경기도 고양시 일산서구 탄현동 1551,37.6970142,126.7695098,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
송포동주민센터,무인대여소,경기도 고양시 일산서구 대화1로 77,경기도 고양시 일산서구 대화1로 77,37.6714678,126.735204,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,22,14,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
일산역 본일산 방면,무인대여소,경기도 고양시 일산서구 일중로15번길 91,경기도 고양시 일산서구 일중로15번길 91,37.6825132,126.7698609,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
호수공원 (강선17단지 삼거리),무인대여소,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,37.66324074,126.762162,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,22,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
호수공원 제3주차장 (MBC맞은편),무인대여소,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 호수로 595,37.6556466,126.7683522,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,8,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
곡산역 삼거리,무인대여소,경기도 고양시 일산동구 백석동 1144,경기도 고양시 일산동구 백석동 1144,37.6449537,126.8007214,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,12,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
고양백석체육센터,무인대여소,경기도 고양시 일산동구 경의로 84,경기도 고양시 일산동구 경의로 84,37.6412043,126.7953117,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,18,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
국립암센터 맞은편,무인대여소,경기도 고양시 일산동구 마두동 856,경기도 고양시 일산동구 마두동 856,37.6641814,126.7846666,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,4,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
뉴코아아울렛 앞,무인대여소,경기도 고양시 일산동구 마두동 1120,경기도 고양시 일산동구 마두동 1120,37.654542,126.7765071,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
백마역,무인대여소,경기도 고양시 일산동구 마두동 748,경기도 고양시 일산동구 마두동 748,37.6586851,126.7938583,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,25,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
마두1동주민센터 옆,무인대여소,경기도 고양시 일산동구 마두동 725,경기도 고양시 일산동구 마두동 725,37.65618472,126.789387,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
백마마을 308동 앞,무인대여소,경기도 고양시 일산동구 마두동 1113,경기도 고양시 일산동구 마두동 1113,37.65399639,126.7925266,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,13,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
성원2차아파트 201동,무인대여소,경기도 고양시 일산동구 풍동 1337,경기도 고양시 일산동구 풍동 1337,37.664021,126.796886,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,14,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
풍동 뜨란체2단지 사거리,무인대여소,경기도 고양시 일산동구 풍동 1333-1,경기도 고양시 일산동구 풍동 1333-1,37.6669671,126.8004752,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,12,25,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
풍동 휴먼시아3단지 301동 앞,무인대여소,경기도 고양시 일산동구 풍동 1321,경기도 고양시 일산동구 풍동 1321,37.6677533,126.7955072,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,14,25,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
가좌고등학교 옆공원,무인대여소,경기도 고양시 일산서구 가좌동 408-1,경기도 고양시 일산서구 가좌동 408-1,37.688659,126.720122,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,9,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
숲속마을로 사거리,무인대여소,경기도 고양시  일산동구 풍동 3121,경기도 고양시  일산동구 풍동 3121,37.6729726,126.8009178,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,13,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
하늘마을4단지 403동 앞,무인대여소,경기도 고양시 일산동구 중산동 1805,경기도 고양시 일산동구 중산동 1805,37.6755667,126.7848532,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,18,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
하늘마을1단지 101동 앞,무인대여소,경기도 고양시 일산동구 중산동 1768,경기도 고양시 일산동구 중산동 1768,37.68074312,126.7816917,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,12,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
안곡중학교 옆,무인대여소,경기도 고양시 일산동구 중산동 1775,경기도 고양시 일산동구 중산동 1775,37.6807026,126.7853256,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,15,25,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
에이스 스파랜드 맞은편,무인대여소,경기도 고양시 일산동구 중산동 1593,경기도 고양시 일산동구 중산동 1593,37.6851687,126.7779392,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,8,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
중산8단지 사거리,무인대여소,경기도 고양시 일산동구 중산동 1581,경기도 고양시 일산동구 중산동 1581,37.68732893,126.7805466,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,8,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
중산동중앙공원 앞,무인대여소,경기도 고양시 일산동구 중산로 217,경기도 고양시 일산동구 중산로 217,37.6918554,126.7799727,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,5,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
중산2단지 사거리,무인대여소,경기도 고양시 일산서구 일산동 1606,경기도 고양시 일산서구 일산동 1606,37.6937897,126.7778566,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,11,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
일산문화공원 홈플러스 앞,무인대여소,경기도 고양시 일산동구 장항동 845,경기도 고양시 일산동구 장항동 845,37.65759567,126.768253,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,11,30,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
햇빛마을 2312동 앞,무인대여소,경기도 고양시 덕양구 행신3동 957,경기도 고양시 덕양구 행신3동 957,37.62262032,126.8371739,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,10,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
고양 교통정보센터 앞,무인대여소,경기도 고양시 덕양구 행신1동 1015,경기도 고양시 덕양구 행신1동 1015,37.62292286,126.8331656,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,14,15,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
어울림마을 701동 앞,무인대여소,경기도 고양시 덕양구 성사2동 348-2,경기도 고양시 덕양구 성사2동 348-2,37.65477464,126.8345845,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,13,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
대림e-편한세상106동,무인대여소,경기도 고양시 덕양구 성사1동 717,경기도 고양시 덕양구 성사1동 717,37.6604416,126.8403767,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,13,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
KT 덕양지사 앞,무인대여소,경기도 고양시 덕양구 성사1동 395-2,경기도 고양시 덕양구 성사1동 395-2,37.6552437,126.8392607,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,7,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
원당역 앞 공영주차장,무인대여소,경기도 고양시 덕양구 성사1동 394,경기도 고양시 덕양구 성사1동 394,37.6534097,126.8425305,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,6,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
어울림누리 맞은편,무인대여소,경기도 고양시 덕양구 화정1동 857,경기도 고양시 덕양구 화정1동 857,37.64797206,126.8344693,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,21,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
달빛마을3단지 상가 앞,무인대여소,경기도 고양시 덕양구 화정1동 1045,경기도 고양시 덕양구 화정1동 1045,37.6429082,126.8335098,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,11,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
은빛마을5단지 미도파상가,무인대여소,경기도 고양시 덕양구 화정1동 1045,경기도 고양시 덕양구 화정1동 1045,37.64095179,126.8333235,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,7,25,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
덕양우체국 건너편,무인대여소,경기도 고양시 덕양구 화정1동 875,경기도 고양시 덕양구 화정1동 875,37.63767512,126.8353985,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,13,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
덕양구청,무인대여소,경기도 고양시 덕양구 화정1동 955,경기도 고양시 덕양구 화정1동 955,37.63668759,126.831526,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,18,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
롯데마트 화정지점 맞은편,무인대여소,경기도 고양시 덕양구 화정2동 1015,경기도 고양시 덕양구 화정2동 1015,37.63267107,126.8296941,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,15,30,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
세이브존 앞,무인대여소,경기도 고양시 덕양구 화정2동 1099,경기도 고양시 덕양구 화정2동 1099,37.6343604,126.8313421,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,11,25,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
화정역 3번 출구,무인대여소,경기도 고양시 덕양구 화정동 963,경기도 고양시 덕양구 화정동 963,37.63483086,126.8322983,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,15,25,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
화정역 4번 출구,무인대여소,경기도 고양시 덕양구 화정동 963,경기도 고양시 덕양구 화정동 963,37.6348065,126.8329248,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,7,20,Y,기계식,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
세일빌딩 앞,무인대여소,경기도 고양시 덕양구 화정2동 1099,경기도 고양시 덕양구 화정2동 1099,37.63113417,126.8304487,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,18,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
충현빌딩 앞,무인대여소,경기도 고양시 덕양구 토당동 282-19,경기도 고양시 덕양구 토당동 282-19,37.62552893,126.8176155,00:00,00:00,연중 무휴,유료,1회/60분 1천원+1년 6만원+6개월 4만원+3개월 2만원,12,20,N,,N,031-903-8983,경기도 고양시 에코바이크(주),2018-12-20,3940000,경기도 고양시,
